Tested Model,Body Type,Year Of Publication,Kerb Weight,VIN From Which Rating Applies,Class,Frontal Offset Deformable Barrier,Whiplash Rear Impact,AEB City,Lateral Impact,18 months old child,36 months old child,VRU Impact Protection,Crash Test Performance,Safety Features,CRS Installation Check,Speed Assistance,Electronic Stability Control,Seatbelt Reminder,Lane Support,AEB Inter-Urban,Head Impact,Pelvis Impact,Leg Impact,rating,Frontal Full Width,Frontal Impact,Lateral Impact.1,Crash Test Performance based on 6 & 10 year old children,AEB Pedestrian,Safety Pack Name,VRU Impact Mitigation,AEB Cyclist,Rear Impact,Frontal Impact.1,Rescue and Extrication,Occupant Status Monitoring,AEB Car-to-Car,Rescue and Extrication.1,Crash Test Performance based on 6 & 10 year old children.1,Safety Features.1,CRS Installation Check.1,Pedestrian & Cyclist Head,Pelvis,Femur,Knee & Tibia
"Maxus MIFA 9, LHD",- 5 door MPV,2022,2410kg,- all MIFA 9's,Large MPV,,,,14.9,,,,,8.0,12.0,1.5,,,4.0,,13.3,4.6,6.0,5,,15.6,8,24.0,7.0,,15.7,8.7,4.0,16,1.0,2.6,5.3,,,,,,,,
MG4 Electric,- 5 door Hatchback,2022,1685kg,- all MG 4 Electrics,Small Family Car,,,,13.1,,,,,5.0,12.0,1.5,,,3.0,,15.6,5.5,6.0,5,,13.5,8,22.5,6.0,,13.5,7.5,3.0,14.5,2.0,3.0,5.1,,,,,,,,
"Ford Puma 1.0 MHEV, 'Titanium', LHD",- 5 door SUV,2022,1334kg,- all Ford Pumas,City and Supermini,,,,12.0,,,,,7.0,12.0,2.9,,,3.5,,14.6,6.0,6.0,4,,13.7,8,22.3,5.4,,11.4,6.0,2.1,14.3,1.0,2.0,2.7,,,,,,,,
VW Amarok 2.0/Ford Ranger 3.0,- Pick-Up,2022,2434kg,- all double cabin Rangers,Pickup Truck,,,,15.2,,,,,9.0,11.2,2.8,,,3.5,,16.3,4.4,5.3,5,,12.7,8,24.0,5.9,,14.0,8.1,3.2,16,1.0,2.0,5.3,,,,,,,,
Discovery Sport,- 5 door SUV,2022,2123kg,- SALCP2FX2PH325732,Large SUV,,,,13.0,,,,,8.0,11.7,3.0,,,3.0,,18.1,0.0,6.0,5,,13.3,8,24.0,6.1,,14.6,8.4,3.8,16,2.0,2.0,5.7,,,,,,,,
"Lexus RX 2.5 PHEV 'Executive', LHD",- 5 door SUV,2022,2124kg,- all Lexus RX,Large SUV,,,,14.8,,,,,7.0,12.0,2.4,,,3.5,,18.2,6.0,6.0,5,,13.8,8,24.0,9.0,,18.0,9.0,3.7,16,2.0,3.0,5.8,,,,,,,,
"Mercedes-Benz GLC 220d 4MATIC AMG-Line, LHD",- 5 door SUV,2022,2000kg,- W1NKM0****F007828 or W1NKM0****U003366,Small SUV,,,,15.0,,,,,9.0,12.0,2.5,,,3.3,,17.6,0.0,5.8,5,,14.3,8,23.4,8.6,,17.0,8.3,3.9,15.4,2.0,2.0,5.7,,,,,,,,
"Peugeot 308 Allure PureTech 130, LHD",- 5 door wagon,2022,1397kg,- all 408s,Small Family Car,,,,12.8,,,,,7.0,11.8,2.5,,,3.5,,16.0,6.0,6.0,4,,11.8,8,22.6,5.6,,14.2,8.6,3.5,14.6,1.0,2.0,2.5,,,,,,,,
VW Amarok 2.0/Ford Ranger 3.0,- Pick-Up,2022,2434kg,- all double cabin Amaroks,Pickup Truck,,,,15.2,,,,,9.0,11.2,2.8,,,3.5,,16.3,4.4,5.3,5,,12.7,8,24.0,5.9,,14.0,8.1,3.2,16,1.0,2.0,5.3,,,,,,,,
"NIO ET5, 19"" rims, 75 kWh electric, LHD",- 4 door saloon,2023,2170kg,- all NIO ET5's including 'Touring',Large Family Car,,,,16.0,,,,,6.0,12.0,,,,,,,,,5,,14.7,8,24.0,,,,,3.8,16,4.0,,,4.0,24.0,6.0,12.0,11.7,4.5,4.5,9.0
"NIO EL7, 20"" rim 75kWh Battery, LHD",- 5 door SUV,2023,2346kg,- all EL7's,Large SUV,,,,16.0,,,,,6.0,12.0,,,,,,,,,5,,13.7,8,24.0,,,,,3.6,16,4.0,,,4.0,24.0,6.0,12.0,11.2,3.9,4.5,9.0
"Lexus RZ, 71kWh electric 'Executive', LHD",- 5 door SUV,2023,2105kg,- all RZs,Large SUV,,,,15.4,,,,,7.0,12.0,,,,,,,,,5,,12.9,8,24.0,,,,,3.7,16,3.0,,,3.0,24.0,7.0,12.0,11.0,4.5,4.4,7.0
"BYD DOLPHIN, LHD",- 5 door hatchback,2023,1658kg,- all DOLPHINs,Small Family Car,,,,15.7,,,,,7.0,12.0,,,,,,,,,5,,13.1,8,24.0,,,,,4.0,16,3.0,,,3.0,24.0,7.0,12.0,11.4,4.5,4.5,9.0
"BYD SEAL 'Design' 4x2, LHD",- 4 door saloon,2023,2091kg,- all BYD SEALs,Large Family Car,,,,16.0,,,,,7.0,12.0,,,,,,,,,5,,13.5,8,24.0,,,,,3.7,16,2.5,,,2.5,24.0,7.0,12.0,9.9,4.5,4.5,9.0
"XPENG P7 80kW electric, LHD",- 4 door saloon,2023,2020kg,- all XPENG P7s,Large Family Car,,,,15.3,,,,,4.0,12.0,,,,,,,,,5,,14.0,8,24.0,,,,,3.2,16,2.5,,,2.5,24.0,4.0,12.0,7.7,4.5,4.5,9.0
BMW i5 eDrive40,- 4 door saloon,2023,2345kg,- all BMW 5 Series,Large Family Car,,,,15.1,,,,,6.0,12.0,,,,,,,,,5,,14.0,8,24.0,,,,,3.5,16,3.0,,,3.0,24.0,6.0,12.0,14.4,2.8,3.9,9.0
"BYD SEAL-U electric, LHD",- 5 door SUV,2023,2147kg,- all SEAL-U,Small SUV,,,,16.0,,,,,7.0,12.0,,,,,,,,,5,,14.0,8,23.4,,,,,3.4,15.4,3.0,,,3.0,23.4,7.0,12.0,11.5,3.3,4.5,9.0
"BYD TANG 'Flagship',LHD",- 5 door SUV,2023,2630kg,- all TANGs,Large SUV,,,,14.7,,,,,7.0,12.0,,,,,,,,,5,,14.5,8,24.0,,,,,3.5,16,2.5,,,2.5,24.0,7.0,12.0,10.5,4.5,4.5,7.7
"Honda ZR-V 2.0 hybrid 'ADVANCE', LHD",- 5 door SUV,2023,1635kg,- all ZR-Vs,Small SUV,,,,15.0,,,,,6.3,12.0,,,,,,,,,4,,13.0,8,24.0,,,,,3.5,16,0.5,,,0.5,24.0,6.3,12.0,13.7,1.8,4.5,9.0
"Hyundai KONA GLS electric, LHD",- 5 door SUV,2023,1750kg,- all KONAs,Small SUV,,,,15.4,,,,,6.3,12.0,,,,,,,,,4,,10.9,8,22.6,,,,,3.4,14.6,2.5,,,2.5,22.6,6.3,12.0,12.2,0.0,1.8,9.0
"Kia EV9 4x4, LHD",- 5 door SUV,2023,2550kg,- all EV9s,Large SUV,,,,15.3,,,,,7.3,12.0,,,,,,,,,5,,12.7,8,24.0,,,,,3.1,16,2.5,,,2.5,24.0,7.3,12.0,12.1,1.3,4.5,9.0
EQE SUV 350 4MATIC from Mercedes-EQ,- 5 door SUV,2023,2580kg,- W1NGM**B*PA028254,Large SUV,,,,14.3,,,,,8.3,12.0,,,,,,,,,5,,13.4,8,24.0,,,,,3.8,16,3.5,,,3.5,24.0,8.3,12.0,11.0,2.6,4.5,9.0
"smart #3 Pro+ 4x2, LHD",- 5 door hatchback,2023,1780kg,- all smart #3,Small Family Car,,,,14.1,,,,,7.0,12.0,,,,,,,,,5,,15.0,7.8,23.3,,,,,3.7,15.5,3.5,,,3.5,23.3,7.0,12.0,12.4,3.8,4.5,9.0
"VinFast VF8, 150kW dual motor 'Plus', LHD",- 5 door SUV,2023,2520kg,- all VF8s,Large SUV,,,,13.4,,,,,8.0,12.0,,,,,,,,,4,,10.2,8,24.0,,,,,3.5,16,3.5,,,3.5,24.0,8.0,12.0,11.3,2.1,4.5,6.3
"VW ID.7 'Pro', LHD",- Hatchback,2023,2285kg,- all ID.7s,Large Family Car,,,,15.9,,,,,7.3,12.0,,,,,,,,,5,,14.8,8,24.0,,,,,3.7,16,4.0,,,4.0,24.0,7.3,12.0,14.4,4.5,4.5,9.0
"XPENG G9, LHD",- 5 door SUV,2023,2210kg,- all G9s,Large SUV,,,,15.5,,,,,6.0,12.0,,,,,,,,,5,,12.4,8,24.0,,,,,3.8,16,2.5,,,2.5,24.0,6.0,12.0,9.3,0.8,4.5,9.0
"ORA Funky Cat 400 pro+, LHD",- 5 door hatchback,2022,1580kg,- all ORA 03s and Funky Cats,Small Family Car,,,,15.8,,,,,7.0,12.0,2.5,,,4.0,,13.9,5.2,5.9,5,,13.8,8,21.8,7.2,,15.0,7.8,3.7,13.8,2.0,3.0,5.5,,,,,,,,
"WEY Coffee 01 'Prestige', LHD",- 5 door SUV,2022,2365kg,- all Wey 05s and Coffee 01s,Large SUV,,,,16.0,,,,,7.0,12.0,2.4,,,4.0,,15.2,5.4,6.0,5,,13.8,8,24.0,8.0,,16.3,8.3,4.0,16,1.0,3.0,5.7,,,,,,,,
"WEY Coffee 02 2.0 hybrid 'Prestige', LHD",- 5 door SUV,2022,2100kg,- all Wey 03's and Coffee 02's,Small SUV,,,,15.8,,,,,7.0,12.0,2.3,,,4.0,,15.6,1.5,5.9,5,,14.4,8,24.0,8.0,,16.7,8.7,3.7,16,2.0,3.0,5.7,,,,,,,,
New Toyota C-HR,- 5 door SUV,2024,1463kg,- all C-HRs,Small SUV,,,,16.0,,,,,7.0,12.0,,,,,,,,,5,,11.6,8,23.6,,,,,3.8,15.6,2.7,,,2.7,23.6,7.0,12.0,12.3,4.5,4.5,9.0
"Honda CR-V 2.0 Hybrid 'Elegance/Executive', LHD",- 5 door SUV,2024,1813kg,- all CR-Vs,Small SUV,,,,15.0,,,,,6.3,12.0,,,,,,,,,4,,14.1,8,24.0,,,,,4.0,16,1.2,,,1.2,24.0,6.3,12.0,12.9,2.4,4.5,9.0
"Honda CR-V 2.0 Hybrid 'ADVANCE', LHD",- 5 door SUV,2024,1813kg,- all CR-Vs with Honda Sensing 360,Small SUV,,,,15.0,,,,,6.3,12.0,,,,,,,,,5,,14.1,8,24.0,,Honda Sensing 360,,,4.0,16,1.2,,,1.2,24.0,6.3,12.0,12.9,2.4,4.5,9.0
"NIO EL6, LHD",- 5 door SUV,2024,2300kg,- all EL6s,Large SUV,,,,15.0,,,,,6.0,12.0,,,,,,,,,5,,15,8,24.0,,,,,3.6,16,4.0,,,4.0,24.0,6.0,12.0,12.9,3.1,4.4,9.0
"Ford Tourneo Custom 2.0 Ecoblue 'Titanium', LHD",- 5 door MPV,2024,2422kg,- all Tourneo Customs,Business and Family Van,,,,16.0,,,,,7.0,12.0,,,,,,,,,3,,12.6,8,23.6,,,,,3.7,15.6,-2.0,,,-2.0,23.6,7.0,12.0,12.3,4.5,4.5,8.0
"MAXUS MIFA 7, 'Premium', LHD",- 5 door MPV,2024,2239kg,- LSKG48C1,Large MPV,,,,16.0,,,,,7.0,12.0,,,,,,,,,5,,14.3,8,23.8,,,,,4.0,15.8,2.5,,,2.5,23.8,7.0,12.0,12.6,3.6,4.5,9.0
"Ford Tourneo Custom 2.0 Ecoblue 'Titanium', LHD",- 5 door MPV,2024,2422kg,- all Tourneo Customs with optional safety pack,Business and Family Van,,,,16.0,,,,,7.0,12.0,,,,,,,,,4,,12.6,8,23.6,,Driver Assistance Pack with Navigation,,,3.7,15.6,-2.0,,,-2.0,23.6,7.0,12.0,12.3,4.5,4.5,8.0
"VW Tiguan 2.0 TDI 'Life', LHD",- 5 door SUV,2024,1677kg,- all Tiguans,Small SUV,,,,15.1,,,,,7.3,12.0,,,,,,,,,5,,10.7,8,24.0,,,,,3.6,16,4.0,,,4.0,24.0,7.3,12.0,12.4,4.2,4.5,9.0
"ZEEKR 001, Long Range RWD, LHD",- 5 door hatchback,2024,2275kg,- all ZEEKR 001s,Executive Car,,,,15.9,,,,,7.5,12.0,,,,,,,,,5,,13.4,8,24.0,,,,,3.9,16,2.7,,,2.7,24.0,7.5,12.0,10.5,4.1,4.2,8.8
"ZEEKR X Long Range RWD, LHD",- 5 door SUV,2024,1930kg,- all ZEEKR X,Small SUV,,,,15.6,,,,,8.5,12.0,,,,,,,,,5,,14.7,8,24.0,,,,,3.8,16,2.7,,,2.7,24.0,8.5,12.0,12.9,2.6,3.7,9.0
E-TECH EV87kwh 220ch - 4 x 2 Techno,5 door hatchback,2022,1852kg,- all Scenic E-Techs,Large Family Car,,,,15.1,,,,,8.0,12.0,2.5,,,2.8,,15.9,4.9,6.0,5,,13.2,8,23.7,7.0,,15.2,8.2,3.5,15.7,2.0,3.0,5.5,,,,,,,,
"Dacia Duster 1.6 hybrid, LHD",- 5 door SUV,2024,1422kg,- all Dusters,Small SUV,,,,12.0,,,,,6.0,12.0,,,,,,,,,3,,11.4,8,23.6,,,,,3.6,15.6,1.2,,,1.2,23.6,6.0,12.0,10.8,0.0,4.5,6.6
Mercedes-Benz E 300 de,- 4 door saloon,2024,2255kg,"- variants identified in 'Rating Validity', from W1KLF5****A084967",Executive Car,,,,16.0,,,,,8.3,12.0,,,,,,,,,5,,14.2,8,24.0,,,,,3.8,16,3.2,,,3.2,24.0,8.3,12.0,15.0,0.7,4.1,8.3
"Škoda Kodiaq 2.0 TDI ""Selection"", LHD",- 5 door SUV,2024,1928kg,- all Škoda Kodiaqs,Large SUV,,,,16.0,,,,,6.0,11.0,,,,,,,,,5,,11.7,8,23.9,,,,,4.0,15.9,4.0,,,4.0,23.9,6.0,11.0,12.7,2.4,4.5,9.0
"VW Passat 2.0 TDI ""Business"", LHD",- 5 door estate,2024,1618kg,- all Superbs,Large Family Car,,,,16.0,,,,,7.0,12.0,,,,,,,,,5,,13.9,8,24.0,,,,,3.4,16,4.0,,,4.0,24.0,7.0,12.0,11.5,4.5,4.5,7.4
"Suzuki Swift 1.2L GL+, LHD",- 5 door hatchback,2024,934kg,- all Swifts,City and Supermini,,,,11.5,,,,,6.0,12.0,,,,,,,,,3,,10.5,5.5,14.1,,,,,4.0,8.5,0.8,,,0.8,14.1,6.0,12.0,12.6,4.5,3.1,9.0
"VW Passat 2.0 TDI ""Business"", LHD",- 5 door estate,2024,1618kg,- all Passats,Large Family Car,,,,16.0,,,,,7.0,12.0,,,,,,,,,5,,13.9,8,24.0,,,,,3.4,16,4.0,,,4.0,24.0,7.0,12.0,11.5,4.5,4.5,7.4
"BMW X1 2.0 diesel X-Line and BMW X2 2.0 Petrol, sDrive",- 5 door SUV,2024,1589kg,- all X2's,Small SUV,,,,16.0,,,,,8.0,12.0,2.8,,,3.5,,19.9,0.0,6.0,5,,10.7,8,23.2,6.9,,15.6,8.7,3.7,15.2,2.0,3.0,5.5,,,,,,,,
"Renault Austral 1,3 Tce",- 5 door MPV,2022,1502kg,- all Espaces,Large MPV,,,,16.0,,,,,6.0,11.5,2.4,,,3.0,,14.1,2.7,6.0,5,,12.7,8,23.7,7.0,,14.9,7.9,2.9,15.7,1.0,2.2,5.5,,,,,,,,
"Renault Austral 1,3 Tce, LHD",- 5 door MPV,2022,1502kg,- all Rafale HEVs,Large MPV,,,,15.5,,,,,6.0,11.3,2.4,,,3.0,,14.1,2.7,6.0,5,,13.4,8,23.5,7.0,,14.9,7.9,3.6,15.5,1.0,3.0,5.5,,,,,,,,
"Audi Q6 e-tron quattro, LHD",- 5 door SUV,2024,2400kg,- all Q6 e-trons,Large SUV,,,,15.7,,,,,9.3,12.0,,,,,,,,,5,,13.3,8,24.0,,,,,3.9,16,3.7,,,3.7,24.0,9.3,12.0,12.6,1.8,4.5,9.0
"Ford Explorer, LHD",- 5 door SUV,2024,2015kg,- all Ford Explorers,Small SUV,,,,15.5,,,,,6.3,12.0,,,,,,,,,5,,13.8,8,24.0,,,,,3.4,16,3.0,,,3.0,24.0,6.3,12.0,11.1,4.5,4.5,9.0
Jeep Avenger,- 5 door SUV,2024,1552kg,- all Jeep Avenger EVs from VIN ZACNJAC57RJK86260,Small MPV,,,,13.4,,,,,6.0,11.3,,,,,,,,,3,,13.7,2.8,17.2,,,,,3.6,14.3,1.2,,,1.2,17.2,6.0,11.3,12.5,4.1,4.5,7.4
"Renault Symbioz, E-Tech, LHD",- 5 door SUV,2024,1425kg,- all Renault Symbioz,Small SUV,,,,12.2,,,,,5.0,11.3,,,,,,,,,4,,10.4,8,23.2,,,,,4.0,15.2,3.0,,,3.0,23.2,5.0,11.3,12.8,2.3,4.4,7.4
"Renault Symbioz, E-Tech, LHD",- 5 door SUV,2024,1425kg,-,Small SUV,,,,12.2,,,,,5.0,11.3,,,,,,,,,4,,11.4,8,23.2,,,,,4.0,15.2,3.0,,,3.0,23.2,5.0,11.3,12.8,2.3,4.4,7.4
"Subaru Crosstrek 2.0 hybrid, LHD",- 5 door hatchback,2024,1612kg,- all Crosstreks,Small Family Car,,,,14.5,,,,,8.3,12.0,,,,,,,,,5,,12.7,8,24.0,,,,,3.8,16,2.7,,,2.7,24.0,8.3,12.0,14.3,4.5,4.5,8.1
"Subaru Crosstrek 2.0 hybrid, LHD",- 5 door hatchback,2024,1612kg,- all Imprezas,Small Family Car,,,,14.5,,,,,8.3,12.0,,,,,,,,,5,,12.7,8,24.0,,,,,3.8,16,2.7,,,2.7,24.0,8.3,12.0,15.5,4.5,1.8,8.7
"XPENG G6 Long Range, LHD",- 5 door SUV,2024,2025kg,- all XPENG G6s,Small SUV,,,,14.7,,,,,6.0,12.0,,,,,,,,,5,,13.9,8,24.0,,,,,3.8,16,3.0,,,3.0,24.0,6.0,12.0,12.4,1.9,2.1,9.0
